1468345190 0 0 0 81 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1468391495 46 0 0 81 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1468393591 50 0 0 81 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1468594914 50 0 0 523 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1468605428 75 0 0 523 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1468730889 75 0 0 5255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1468744267 75 2 0 5255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1468755527 75 2 0 5255 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1468847795 75 2 0 13141 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1468849002 78 2 0 13141 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1468850639 78 2 0 13174 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1468998287 78 2 0 13182 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1469597304 184 2 0 13182 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1470413383 184 2 0 13655 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1470413917 184 2 0 13663 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1471018766 184 2 0 13663 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1471264673 184 2 0 13663 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1471506140 184 305 0 13663 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1471506522 184 305 0 13663 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1471938117 184 305 0 13663 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1472033872 184 305 123 13663 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1472444761 188 305 123 13663 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1472459402 247 305 123 13663 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1472459675 250 305 123 13663 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1472466208 250 305 123 14045 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1472467155 256 305 123 14045 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1472467223 256 305 123 14057 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1472469342 256 305 127 14057 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1472561418 260 305 127 14057 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
